,City,UnlinkedPassengerTrips,Month,Year,Gas_Price
1135,"Boston, MA--NH",10555886,4,2004,1.7765
1136,"Chicago, IL--IN",27552616,4,2004,1.9075
1137,"Cleveland, OH",4746962,4,2004,1.7945
1138,"Denver--Aurora, CO",6318911,4,2004,1.84825
1139,"Houston, TX",7606225,4,2004,1.69075
1140,"Miami--Fort Lauderdale, FL",10854051,4,2004,1.9015
1141,"New York--Jersey City--Newark, NY--NJ",108381957,4,2004,1.824
1142,"San Francisco--Oakland, CA",22331188,4,2004,2.195
1143,"Seattle--Tacoma, WA",10965765,4,2004,1.96025
1144,"Boston, MA--NH",11997982,4,2005,2.20575
1145,"Chicago, IL--IN",29161831,4,2005,2.32725
1146,"Cleveland, OH",5199915,4,2005,2.21725
1147,"Denver--Aurora, CO",6304316,4,2005,2.2635
1148,"Houston, TX",6864798,4,2005,2.1465
1149,"Miami--Fort Lauderdale, FL",11066304,4,2005,2.38875
1150,"New York--Jersey City--Newark, NY--NJ",108207174,4,2005,2.23025
1151,"San Francisco--Oakland, CA",21641114,4,2005,2.6555
1152,"Seattle--Tacoma, WA",10846734,4,2005,2.465
1153,"Boston, MA--NH",9625360,4,2006,2.724
1154,"Chicago, IL--IN",27204157,4,2006,2.84525
1155,"Cleveland, OH",3777400,4,2006,2.75225
1156,"Denver--Aurora, CO",5325986,4,2006,2.70025
1157,"Houston, TX",7368913,4,2006,2.7815
1158,"Miami--Fort Lauderdale, FL",11219182,4,2006,2.905
1159,"New York--Jersey City--Newark, NY--NJ",100874586,4,2006,2.81
1160,"San Francisco--Oakland, CA",21409075,4,2006,2.9395
1161,"Seattle--Tacoma, WA",11354758,4,2006,2.771
1162,"Boston, MA--NH",9506859,4,2007,2.7842
1163,"Chicago, IL--IN",28497941,4,2007,2.9482
1164,"Cleveland, OH",2963990,4,2007,2.8154
1165,"Denver--Aurora, CO",6336418,4,2007,2.8004
1166,"Houston, TX",7187908,4,2007,2.7522
1167,"Miami--Fort Lauderdale, FL",11343736,4,2007,2.9528
1168,"New York--Jersey City--Newark, NY--NJ",100627464,4,2007,2.899
1169,"San Francisco--Oakland, CA",20870502,4,2007,3.4294
1170,"Seattle--Tacoma, WA",12742028,4,2007,3.135
1171,"Boston, MA--NH",10554488,4,2008,3.36
1172,"Chicago, IL--IN",32049724,4,2008,3.66475
1173,"Cleveland, OH",4041903,4,2008,3.38575
1174,"Denver--Aurora, CO",6971825,4,2008,3.39225
1175,"Houston, TX",7497236,4,2008,3.40125
1176,"Miami--Fort Lauderdale, FL",11783922,4,2008,3.6265
1177,"New York--Jersey City--Newark, NY--NJ",109629716,4,2008,3.4655
1178,"San Francisco--Oakland, CA",21201408,4,2008,3.88
1179,"Seattle--Tacoma, WA",14065297,4,2008,3.60725
1180,"Boston, MA--NH",10226560,4,2009,2.0315
1181,"Chicago, IL--IN",29645227,4,2009,2.182
1182,"Cleveland, OH",4113998,4,2009,2.03475
1183,"Denver--Aurora, CO",6991265,4,2009,2.05075
1184,"Houston, TX",6265521,4,2009,1.99725
1185,"Miami--Fort Lauderdale, FL",11564356,4,2009,2.23275
1186,"New York--Jersey City--Newark, NY--NJ",107047809,4,2009,2.0895
1187,"San Francisco--Oakland, CA",21219778,4,2009,2.36375
1188,"Seattle--Tacoma, WA",13648913,4,2009,2.338
1189,"Boston, MA--NH",10595703,4,2010,2.819
1190,"Chicago, IL--IN",29105506,4,2010,3.10225
1191,"Cleveland, OH",3266776,4,2010,2.846
1192,"Denver--Aurora, CO",6738053,4,2010,2.75075
1193,"Houston, TX",6096790,4,2010,2.74975
1194,"Miami--Fort Lauderdale, FL",10528702,4,2010,2.99625
1195,"New York--Jersey City--Newark, NY--NJ",108400751,4,2010,2.886
1196,"San Francisco--Oakland, CA",20098637,4,2010,3.15025
1197,"Seattle--Tacoma, WA",13141131,4,2010,3.09125
1198,"Boston, MA--NH",10639628,4,2011,3.76575
1199,"Chicago, IL--IN",28655854,4,2011,4.1595
1200,"Cleveland, OH",3181348,4,2011,3.89025
1201,"Denver--Aurora, CO",6619178,4,2011,3.582
1202,"Houston, TX",6058795,4,2011,3.7625
1203,"Miami--Fort Lauderdale, FL",11007085,4,2011,3.9345
1204,"New York--Jersey City--Newark, NY--NJ",99899281,4,2011,3.87875
1205,"San Francisco--Oakland, CA",19784473,4,2011,4.22925
1206,"Seattle--Tacoma, WA",13208526,4,2011,3.9345
1207,"Boston, MA--NH",11069341,4,2012,3.9212
1208,"Chicago, IL--IN",28973921,4,2012,4.2926
1209,"Cleveland, OH",3246003,4,2012,3.8194
1210,"Denver--Aurora, CO",6726640,4,2012,3.906
1211,"Houston, TX",5788486,4,2012,3.8988
1212,"Miami--Fort Lauderdale, FL",11148438,4,2012,4.0788
1213,"New York--Jersey City--Newark, NY--NJ",100893358,4,2012,4.0138
1214,"San Francisco--Oakland, CA",20611468,4,2012,4.2784
1215,"Seattle--Tacoma, WA",13397906,4,2012,4.1912
1216,"Boston, MA--NH",10983978,4,2013,3.6036
1217,"Chicago, IL--IN",29282237,4,2013,3.9948
1218,"Cleveland, OH",3468097,4,2013,3.6128
1219,"Denver--Aurora, CO",6920738,4,2013,3.5978
1220,"Houston, TX",6182193,4,2013,3.5002
1221,"Miami--Fort Lauderdale, FL",11647361,4,2013,3.7852
1222,"New York--Jersey City--Newark, NY--NJ",107205400,4,2013,3.6954
1223,"San Francisco--Oakland, CA",20186227,4,2013,4.0574
1224,"Seattle--Tacoma, WA",14064516,4,2013,3.757
1225,"Boston, MA--NH",11395330,4,2014,3.6585
1226,"Chicago, IL--IN",27426922,4,2014,4.082
1227,"Cleveland, OH",3499542,4,2014,3.7615
1228,"Denver--Aurora, CO",6717240,4,2014,3.58275
1229,"Houston, TX",6183380,4,2014,3.52725
1230,"Miami--Fort Lauderdale, FL",11525030,4,2014,3.954
1231,"New York--Jersey City--Newark, NY--NJ",103103477,4,2014,3.7495
1232,"San Francisco--Oakland, CA",21073196,4,2014,4.2035
1233,"Seattle--Tacoma, WA",14298348,4,2014,3.86725
1234,"Boston, MA--NH",12579594,4,2015,2.458
1235,"Chicago, IL--IN",26788153,4,2015,2.78975
1236,"Cleveland, OH",3493768,4,2015,2.4505
1237,"Denver--Aurora, CO",6708553,4,2015,2.3515
1238,"Houston, TX",5973426,4,2015,2.32275
1239,"Miami--Fort Lauderdale, FL",10774836,4,2015,2.79075
1240,"New York--Jersey City--Newark, NY--NJ",100994761,4,2015,2.558
1241,"San Francisco--Oakland, CA",19966647,4,2015,3.2925
1242,"Seattle--Tacoma, WA",14357034,4,2015,2.838
1243,"Boston, MA--NH",11603009,4,2016,2.172
1244,"Chicago, IL--IN",24782004,4,2016,2.3565
1245,"Cleveland, OH",3299784,4,2016,2.1905
1246,"Denver--Aurora, CO",6471306,4,2016,2.09325
1247,"Houston, TX",5514700,4,2016,1.975
1248,"Miami--Fort Lauderdale, FL",9631564,4,2016,2.4115
1249,"New York--Jersey City--Newark, NY--NJ",99935803,4,2016,2.19
1250,"San Francisco--Oakland, CA",20505090,4,2016,2.865
1251,"Seattle--Tacoma, WA",14016302,4,2016,2.36325
1252,"Boston, MA--NH",10950072,4,2017,2.41025
1253,"Chicago, IL--IN",23041346,4,2017,2.6815
1254,"Cleveland, OH",2966677,4,2017,2.44925
1255,"Denver--Aurora, CO",5392740,4,2017,2.37325
1256,"Houston, TX",5772997,4,2017,2.31675
1257,"Miami--Fort Lauderdale, FL",8488435,4,2017,2.745
1258,"New York--Jersey City--Newark, NY--NJ",91449437,4,2017,2.5555
1259,"San Francisco--Oakland, CA",19315956,4,2017,3.11625
1260,"Seattle--Tacoma, WA",13782897,4,2017,2.9325
1261,"Boston, MA--NH",10658342,4,2018,2.7808
1262,"Chicago, IL--IN",23323803,4,2018,2.981
1263,"Cleveland, OH",2402310,4,2018,2.72
1264,"Denver--Aurora, CO",6159202,4,2018,2.6668
1265,"Houston, TX",5980987,4,2018,2.5886
1266,"Miami--Fort Lauderdale, FL",7911134,4,2018,3.0256
1267,"New York--Jersey City--Newark, NY--NJ",95502624,4,2018,2.9008
1268,"San Francisco--Oakland, CA",19431510,4,2018,3.696
1269,"Seattle--Tacoma, WA",13991841,4,2018,3.3376
1270,"Boston, MA--NH",10530770,4,2019,2.741
1271,"Chicago, IL--IN",22802078,4,2019,3.119
1272,"Cleveland, OH",2219269,4,2019,2.7014
1273,"Denver--Aurora, CO",6139401,4,2019,2.7136
1274,"Houston, TX",6078180,4,2019,2.631
1275,"Miami--Fort Lauderdale, FL",7822722,4,2019,2.82
1276,"New York--Jersey City--Newark, NY--NJ",96939278,4,2019,2.8604
1277,"San Francisco--Oakland, CA",19899152,4,2019,3.9486
1278,"Seattle--Tacoma, WA",14245316,4,2019,3.469
1279,"Boston, MA--NH",2478809,4,2020,2.04575
1280,"Chicago, IL--IN",6601793,4,2020,2.029
1281,"Cleveland, OH",740959,4,2020,1.542
1282,"Denver--Aurora, CO",2172084,4,2020,1.854
1283,"Houston, TX",2622430,4,2020,1.7075
1284,"Miami--Fort Lauderdale, FL",2708629,4,2020,2.00725
1285,"New York--Jersey City--Newark, NY--NJ",22254956,4,2020,2.148
1286,"San Francisco--Oakland, CA",4316878,4,2020,2.93625
1287,"Seattle--Tacoma, WA",4043554,4,2020,2.71225
1288,"Boston, MA--NH",5146335,4,2021,2.832
1289,"Chicago, IL--IN",10140788,4,2021,3.1805
1290,"Cleveland, OH",1073423,4,2021,2.81525
1291,"Denver--Aurora, CO",2418405,4,2021,3.05425
1292,"Houston, TX",3096758,4,2021,2.6185
1293,"Miami--Fort Lauderdale, FL",5649334,4,2021,2.94275
1294,"New York--Jersey City--Newark, NY--NJ",49402162,4,2021,2.8945
1295,"San Francisco--Oakland, CA",7910084,4,2021,4.0215
1296,"Seattle--Tacoma, WA",5177405,4,2021,3.51525
1297,"Boston, MA--NH",7280005,4,2022,4.219
1298,"Chicago, IL--IN",12959384,4,2022,4.55375
1299,"Cleveland, OH",1323358,4,2022,3.97625
1300,"Denver--Aurora, CO",3183166,4,2022,4.0515
1301,"Houston, TX",3901118,4,2022,3.85975
1302,"Miami--Fort Lauderdale, FL",5665476,4,2022,4.208
1303,"New York--Jersey City--Newark, NY--NJ",62341132,4,2022,4.13625
1304,"San Francisco--Oakland, CA",11521244,4,2022,5.74625
1305,"Seattle--Tacoma, WA",6885135,4,2022,4.7665
1306,"Boston, MA--NH",8234863,4,2023,3.50725
1307,"Chicago, IL--IN",14315556,4,2023,4.22875
1308,"Cleveland, OH",1584704,4,2023,3.6855
1309,"Denver--Aurora, CO",3298236,4,2023,3.5745
1310,"Houston, TX",4590613,4,2023,3.29275
1311,"Miami--Fort Lauderdale, FL",7365023,4,2023,3.6805
1312,"New York--Jersey City--Newark, NY--NJ",73064599,4,2023,3.58725
1313,"San Francisco--Oakland, CA",14297333,4,2023,4.81175
1314,"Seattle--Tacoma, WA",8085087,4,2023,4.5705
1315,"Chicago, IL--IN",29688000,5,2002,1.5765
1316,"Denver--Aurora, CO",6125739,5,2002,1.4105
1317,"Houston, TX",8242735,5,2002,1.3875
1318,"New York--Jersey City--Newark, NY--NJ",115402030,5,2002,1.5015
1319,"San Francisco--Oakland, CA",23699328,5,2002,1.674
1320,"Boston, MA--NH",10567244,5,2003,1.555
1321,"Chicago, IL--IN",28574945,5,2003,1.58425
1322,"Cleveland, OH",4012891,5,2003,1.457
1323,"Denver--Aurora, CO",5813026,5,2003,1.49875
1324,"Houston, TX",7844729,5,2003,1.41
1325,"Miami--Fort Lauderdale, FL",9339824,5,2003,1.568
1326,"New York--Jersey City--Newark, NY--NJ",109961185,5,2003,1.6345
1327,"San Francisco--Oakland, CA",23595545,5,2003,1.95525
1328,"Seattle--Tacoma, WA",10514083,5,2003,1.574
1329,"Boston, MA--NH",9886980,5,2004,2.0176
1330,"Chicago, IL--IN",27799719,5,2004,2.1232
1331,"Cleveland, OH",4070676,5,2004,1.9882
1332,"Denver--Aurora, CO",6119403,5,2004,1.9874
1333,"Houston, TX",7297499,5,2004,1.8592
1334,"Miami--Fort Lauderdale, FL",10394498,5,2004,2.0594
1335,"New York--Jersey City--Newark, NY--NJ",113129275,5,2004,2.0522
1336,"San Francisco--Oakland, CA",22724021,5,2004,2.3176
1337,"Seattle--Tacoma, WA",10595170,5,2004,2.2532
1338,"Boston, MA--NH",11299903,5,2005,2.2048
1339,"Chicago, IL--IN",29374429,5,2005,2.2204
1340,"Cleveland, OH",4503414,5,2005,2.0948
1341,"Denver--Aurora, CO",6277510,5,2005,2.1812
1342,"Houston, TX",7081794,5,2005,2.0688
1343,"Miami--Fort Lauderdale, FL",11305507,5,2005,2.3438
1344,"New York--Jersey City--Newark, NY--NJ",126273880,5,2005,2.2546
1345,"San Francisco--Oakland, CA",20479053,5,2005,2.5948
1346,"Seattle--Tacoma, WA",11004023,5,2005,2.4588
1347,"Boston, MA--NH",10369451,5,2006,2.989
1348,"Chicago, IL--IN",30000932,5,2006,2.9784
1349,"Cleveland, OH",4621421,5,2006,2.8474
1350,"Denver--Aurora, CO",6598600,5,2006,2.8484
1351,"Houston, TX",7966500,5,2006,2.9242
1352,"Miami--Fort Lauderdale, FL",11620726,5,2006,3.0136
1353,"New York--Jersey City--Newark, NY--NJ",108067406,5,2006,3.0828
1354,"San Francisco--Oakland, CA",23719437,5,2006,3.3492
1355,"Seattle--Tacoma, WA",12559980,5,2006,3.1542
1356,"Boston, MA--NH",10207570,5,2007,3.03825
1357,"Chicago, IL--IN",31293951,5,2007,3.50025
1358,"Cleveland, OH",4530884,5,2007,3.2485
1359,"Denver--Aurora, CO",6628189,5,2007,3.275
1360,"Houston, TX",7955346,5,2007,2.9735
1361,"Miami--Fort Lauderdale, FL",11943191,5,2007,3.1815
1362,"New York--Jersey City--Newark, NY--NJ",109271991,5,2007,3.13725
1363,"San Francisco--Oakland, CA",22839148,5,2007,3.57225
1364,"Seattle--Tacoma, WA",13420612,5,2007,3.43575
1365,"Boston, MA--NH",10544427,5,2008,3.76825
1366,"Chicago, IL--IN",32660664,5,2008,4.02125
1367,"Cleveland, OH",4714401,5,2008,3.841
1368,"Denver--Aurora, CO",6720741,5,2008,3.702
1369,"Houston, TX",7356861,5,2008,3.6765
1370,"Miami--Fort Lauderdale, FL",12023074,5,2008,3.94275
1371,"New York--Jersey City--Newark, NY--NJ",112546465,5,2008,3.8735
1372,"San Francisco--Oakland, CA",22745503,5,2008,4.0405
1373,"Seattle--Tacoma, WA",14175687,5,2008,3.88025
1374,"Boston, MA--NH",9990500,5,2009,2.26225
1375,"Chicago, IL--IN",30583351,5,2009,2.536
1376,"Cleveland, OH",3098131,5,2009,2.34
1377,"Denver--Aurora, CO",6567483,5,2009,2.255
1378,"Houston, TX",6301599,5,2009,2.1855
1379,"Miami--Fort Lauderdale, FL",10371908,5,2009,2.4095
1380,"New York--Jersey City--Newark, NY--NJ",108992445,5,2009,2.324
1381,"San Francisco--Oakland, CA",21331111,5,2009,2.53025
1382,"Seattle--Tacoma, WA",13266023,5,2009,2.49925
1383,"Boston, MA--NH",10396225,5,2010,2.8774
1384,"Chicago, IL--IN",28716486,5,2010,3.084
1385,"Cleveland, OH",3094297,5,2010,2.7862
1386,"Denver--Aurora, CO",6309693,5,2010,2.752
1387,"Houston, TX",5903037,5,2010,2.7476
1388,"Miami--Fort Lauderdale, FL",10361858,5,2010,2.9746
1389,"New York--Jersey City--Newark, NY--NJ",107590773,5,2010,2.9712
1390,"San Francisco--Oakland, CA",20071577,5,2010,3.1554
1391,"Seattle--Tacoma, WA",12839349,5,2010,3.0728
1392,"Boston, MA--NH",10974759,5,2011,3.9842
1393,"Chicago, IL--IN",29672019,5,2011,4.3282
1394,"Cleveland, OH",3318882,5,2011,3.9884
1395,"Denver--Aurora, CO",6426658,5,2011,3.765
1396,"Houston, TX",6045432,5,2011,3.8476
1397,"Miami--Fort Lauderdale, FL",11002260,5,2011,4.0264
1398,"New York--Jersey City--Newark, NY--NJ",106036853,5,2011,4.0888
1399,"San Francisco--Oakland, CA",19898704,5,2011,4.2528
1400,"Seattle--Tacoma, WA",13560933,5,2011,4.0632
1401,"Boston, MA--NH",11570694,5,2012,3.7935
1402,"Chicago, IL--IN",30676747,5,2012,4.09725
1403,"Cleveland, OH",3553932,5,2012,3.7295
1404,"Denver--Aurora, CO",6661306,5,2012,3.81975
1405,"Houston, TX",6022149,5,2012,3.67
1406,"Miami--Fort Lauderdale, FL",11343280,5,2012,3.813
1407,"New York--Jersey City--Newark, NY--NJ",107695795,5,2012,3.87475
1408,"San Francisco--Oakland, CA",19948982,5,2012,4.36575
1409,"Seattle--Tacoma, WA",14222622,5,2012,4.2735
1410,"Boston, MA--NH",11503199,5,2013,3.5555
1411,"Chicago, IL--IN",30416495,5,2013,4.20725
1412,"Cleveland, OH",3508237,5,2013,3.77725
1413,"Denver--Aurora, CO",6855050,5,2013,3.76425
1414,"Houston, TX",6268371,5,2013,3.44225
1415,"Miami--Fort Lauderdale, FL",11327498,5,2013,3.70875
1416,"New York--Jersey City--Newark, NY--NJ",107726886,5,2013,3.6745
1417,"San Francisco--Oakland, CA",20661622,5,2013,4.079
1418,"Seattle--Tacoma, WA",14457360,5,2013,3.98325
1419,"Boston, MA--NH",11449216,5,2014,3.72775
1420,"Chicago, IL--IN",28042070,5,2014,3.97375
1421,"Cleveland, OH",3489560,5,2014,3.7865
1422,"Denver--Aurora, CO",6516126,5,2014,3.509
1423,"Houston, TX",6095220,5,2014,3.52575
1424,"Miami--Fort Lauderdale, FL",11237091,5,2014,3.88225
1425,"New York--Jersey City--Newark, NY--NJ",108172202,5,2014,3.8205
1426,"San Francisco--Oakland, CA",21337145,5,2014,4.25675
1427,"Seattle--Tacoma, WA",14401433,5,2014,3.94775
1428,"Boston, MA--NH",12558409,5,2015,2.6955
1429,"Chicago, IL--IN",26797324,5,2015,2.998
1430,"Cleveland, OH",3310987,5,2015,2.63825
1431,"Denver--Aurora, CO",6217231,5,2015,2.603
1432,"Houston, TX",5503584,5,2015,2.4855
1433,"Miami--Fort Lauderdale, FL",10328479,5,2015,2.908
1434,"New York--Jersey City--Newark, NY--NJ",103187255,5,2015,2.7895
1435,"San Francisco--Oakland, CA",19648011,5,2015,3.7595
1436,"Seattle--Tacoma, WA",14004389,5,2015,3.0935
1437,"Boston, MA--NH",11704969,5,2016,2.3454
1438,"Chicago, IL--IN",25300959,5,2016,2.5658
1439,"Cleveland, OH",2953877,5,2016,2.4248
1440,"Denver--Aurora, CO",6144823,5,2016,2.26
1441,"Houston, TX",5893950,5,2016,2.1024
1442,"Miami--Fort Lauderdale, FL",9306428,5,2016,2.5524
1443,"New York--Jersey City--Newark, NY--NJ",103952039,5,2016,2.3594
1444,"San Francisco--Oakland, CA",20466631,5,2016,2.9266
1445,"Seattle--Tacoma, WA",14331964,5,2016,2.5714
1446,"Boston, MA--NH",11695848,5,2017,2.4704
1447,"Chicago, IL--IN",25105398,5,2017,2.626
1448,"Cleveland, OH",2855539,5,2017,2.3684
1449,"Denver--Aurora, CO",5717519,5,2017,2.4208
1450,"Houston, TX",6129144,5,2017,2.2726
1451,"Miami--Fort Lauderdale, FL",8859937,5,2017,2.7072
1452,"New York--Jersey City--Newark, NY--NJ",100145585,5,2017,2.5616
1453,"San Francisco--Oakland, CA",20534756,5,2017,3.1792
1454,"Seattle--Tacoma, WA",14806556,5,2017,2.9308
1455,"Boston, MA--NH",11327535,5,2018,2.9515
1456,"Chicago, IL--IN",24549009,5,2018,3.21
1457,"Cleveland, OH",2464474,5,2018,2.86825
1458,"Denver--Aurora, CO",6204329,5,2018,2.858
1459,"Houston, TX",6217825,5,2018,2.746
1460,"Miami--Fort Lauderdale, FL",7777819,5,2018,2.96775
1461,"New York--Jersey City--Newark, NY--NJ",101857907,5,2018,3.0565
1462,"San Francisco--Oakland, CA",20057434,5,2018,3.77025
1463,"Seattle--Tacoma, WA",14980566,5,2018,3.459
1464,"Boston, MA--NH",10924329,5,2019,2.90275
1465,"Chicago, IL--IN",24095946,5,2019,3.28125
1466,"Cleveland, OH",2221389,5,2019,2.7385
1467,"Denver--Aurora, CO",6072625,5,2019,2.90075
1468,"Houston, TX",6192323,5,2019,2.666
1469,"Miami--Fort Lauderdale, FL",7836614,5,2019,2.7655
1470,"New York--Jersey City--Newark, NY--NJ",101774039,5,2019,2.98075
1471,"San Francisco--Oakland, CA",20218769,5,2019,4.11675
1472,"Seattle--Tacoma, WA",14779139,5,2019,3.63475
1473,"Boston, MA--NH",3039257,5,2020,2.04075
1474,"Chicago, IL--IN",7699511,5,2020,2.281
1475,"Cleveland, OH",849383,5,2020,1.89725
1476,"Denver--Aurora, CO",2244717,5,2020,1.864
1477,"Houston, TX",2878715,5,2020,1.63375
1478,"Miami--Fort Lauderdale, FL",3023147,5,2020,1.9405
1479,"New York--Jersey City--Newark, NY--NJ",30888631,5,2020,2.10375
1480,"San Francisco--Oakland, CA",5129064,5,2020,2.902
1481,"Seattle--Tacoma, WA",4130439,5,2020,2.65975
1482,"Boston, MA--NH",5522985,5,2021,2.9528
1483,"Chicago, IL--IN",10455966,5,2021,3.3424
1484,"Cleveland, OH",1041343,5,2021,2.9616
1485,"Denver--Aurora, CO",2498832,5,2021,3.1692
1486,"Houston, TX",3042284,5,2021,2.701
1487,"Miami--Fort Lauderdale, FL",5718615,5,2021,2.9456
1488,"New York--Jersey City--Newark, NY--NJ",51390038,5,2021,3.0634
1489,"San Francisco--Oakland, CA",8240524,5,2021,4.205
1490,"Seattle--Tacoma, WA",5302130,5,2021,3.653
1491,"Boston, MA--NH",7931646,5,2022,4.672
1492,"Chicago, IL--IN",13770318,5,2022,5.0162
1493,"Cleveland, OH",1382216,5,2022,4.3594
1494,"Denver--Aurora, CO",3239775,5,2022,4.1666
1495,"Houston, TX",4063254,5,2022,4.1628
1496,"Miami--Fort Lauderdale, FL",5690692,5,2022,4.499
1497,"New York--Jersey City--Newark, NY--NJ",65011969,5,2022,4.7028
1498,"San Francisco--Oakland, CA",12039107,5,2022,6.015
1499,"Seattle--Tacoma, WA",7209491,5,2022,5.08
1500,"Boston, MA--NH",8670423,5,2023,3.5856
1501,"Chicago, IL--IN",15774977,5,2023,4.2632
1502,"Cleveland, OH",1676571,5,2023,3.5736
1503,"Denver--Aurora, CO",3661068,5,2023,3.4684
1504,"Houston, TX",4886424,5,2023,3.1256
1505,"Miami--Fort Lauderdale, FL",7977149,5,2023,3.6358
1506,"New York--Jersey City--Newark, NY--NJ",83898651,5,2023,3.6344
1507,"San Francisco--Oakland, CA",14813502,5,2023,4.7546
1508,"Seattle--Tacoma, WA",8883590,5,2023,4.7372
1509,"Chicago, IL--IN",27795853,6,2002,1.566
1510,"Denver--Aurora, CO",5776905,6,2002,1.3835
1511,"Houston, TX",7405036,6,2002,1.35275
1512,"New York--Jersey City--Newark, NY--NJ",99368760,6,2002,1.4875
1513,"San Francisco--Oakland, CA",22681396,6,2002,1.699
1514,"Boston, MA--NH",9873003,6,2003,1.542
1515,"Chicago, IL--IN",27298127,6,2003,1.623
1516,"Cleveland, OH",3704897,6,2003,1.4982
1517,"Denver--Aurora, CO",5426643,6,2003,1.5044
1518,"Houston, TX",7294410,6,2003,1.4076
1519,"Miami--Fort Lauderdale, FL",8689871,6,2003,1.5708
1520,"New York--Jersey City--Newark, NY--NJ",95623306,6,2003,1.5644
1521,"San Francisco--Oakland, CA",22532720,6,2003,1.8978
1522,"Seattle--Tacoma, WA",10159167,6,2003,1.5908
1523,"Boston, MA--NH",10536178,6,2004,2.10625
1524,"Chicago, IL--IN",28089720,6,2004,2.04375
1525,"Cleveland, OH",3948562,6,2004,1.8815
1526,"Denver--Aurora, CO",5972194,6,2004,1.9835
1527,"Houston, TX",7277526,6,2004,1.87175
1528,"Miami--Fort Lauderdale, FL",10363019,6,2004,2.10525
1529,"New York--Jersey City--Newark, NY--NJ",99482497,6,2004,2.15725
1530,"San Francisco--Oakland, CA",21934179,6,2004,2.3525
1531,"Seattle--Tacoma, WA",10770701,6,2004,2.23225
1532,"Boston, MA--NH",11650510,6,2005,2.209
1533,"Chicago, IL--IN",29510263,6,2005,2.228
1534,"Cleveland, OH",3291118,6,2005,2.1615
1535,"Denver--Aurora, CO",6067395,6,2005,2.1235
1536,"Houston, TX",7144737,6,2005,2.067
1537,"Miami--Fort Lauderdale, FL",10025802,6,2005,2.3055
1538,"New York--Jersey City--Newark, NY--NJ",105668031,6,2005,2.247
1539,"San Francisco--Oakland, CA",22108605,6,2005,2.4375
1540,"Seattle--Tacoma, WA",10890002,6,2005,2.31925
1541,"Boston, MA--NH",9856302,6,2006,3.02825
1542,"Chicago, IL--IN",28381296,6,2006,3.03925
1543,"Cleveland, OH",4401320,6,2006,2.8205
1544,"Denver--Aurora, CO",6224747,6,2006,2.831
1545,"Houston, TX",7460912,6,2006,2.90725
1546,"Miami--Fort Lauderdale, FL",11264719,6,2006,2.95975
1547,"New York--Jersey City--Newark, NY--NJ",119771865,6,2006,3.0905
1548,"San Francisco--Oakland, CA",23311760,6,2006,3.24125
1549,"Seattle--Tacoma, WA",12133029,6,2006,3.1285
1550,"Boston, MA--NH",9775282,6,2007,3.0235
1551,"Chicago, IL--IN",28908623,6,2007,3.4415
1552,"Cleveland, OH",3937939,6,2007,3.01825
1553,"Denver--Aurora, CO",6217987,6,2007,3.24375
1554,"Houston, TX",7220976,6,2007,2.94
1555,"Miami--Fort Lauderdale, FL",10961902,6,2007,3.17775
1556,"New York--Jersey City--Newark, NY--NJ",105039928,6,2007,3.14125
1557,"San Francisco--Oakland, CA",22241649,6,2007,3.447
1558,"Seattle--Tacoma, WA",12657206,6,2007,3.18975
1559,"Boston, MA--NH",10248933,6,2008,4.0614
1560,"Chicago, IL--IN",31268900,6,2008,4.2304
1561,"Cleveland, OH",3958836,6,2008,4.0332
1562,"Denver--Aurora, CO",6484526,6,2008,3.9706
1563,"Houston, TX",7307513,6,2008,3.9284
1564,"Miami--Fort Lauderdale, FL",11459153,6,2008,4.204
1565,"New York--Jersey City--Newark, NY--NJ",108411232,6,2008,4.1874
1566,"San Francisco--Oakland, CA",22310362,6,2008,4.517
1567,"Seattle--Tacoma, WA",13988475,6,2008,4.326
1568,"Boston, MA--NH",10103413,6,2009,2.6212
1569,"Chicago, IL--IN",29579680,6,2009,2.8868
1570,"Cleveland, OH",3173120,6,2009,2.734
1571,"Denver--Aurora, CO",6291654,6,2009,2.5404
1572,"Houston, TX",6279767,6,2009,2.4836
1573,"Miami--Fort Lauderdale, FL",9924565,6,2009,2.7752
1574,"New York--Jersey City--Newark, NY--NJ",104319321,6,2009,2.6918
1575,"San Francisco--Oakland, CA",21831296,6,2009,2.9852
1576,"Seattle--Tacoma, WA",13485193,6,2009,2.8166
1577,"Boston, MA--NH",10311502,6,2010,2.752
1578,"Chicago, IL--IN",28508216,6,2010,2.94325
1579,"Cleveland, OH",3071668,6,2010,2.73575
1580,"Denver--Aurora, CO",6200114,6,2010,2.68475
1581,"Houston, TX",5915871,6,2010,2.5985
1582,"Miami--Fort Lauderdale, FL",10119874,6,2010,2.86975
1583,"New York--Jersey City--Newark, NY--NJ",106669919,6,2010,2.85525
1584,"San Francisco--Oakland, CA",20492593,6,2010,3.18275
1585,"Seattle--Tacoma, WA",12932480,6,2010,2.99875
1586,"Boston, MA--NH",10896086,6,2011,3.8055
1587,"Chicago, IL--IN",29354342,6,2011,4.1
1588,"Cleveland, OH",3152628,6,2011,3.64175
1589,"Denver--Aurora, CO",6439723,6,2011,3.6735
1590,"Houston, TX",5917610,6,2011,3.57575
1591,"Miami--Fort Lauderdale, FL",10629087,6,2011,3.8715
1592,"New York--Jersey City--Newark, NY--NJ",103733466,6,2011,3.89575
