,City,UnlinkedPassengerTrips,Month,Year,Gas_Price
2052,"New York--Jersey City--Newark, NY--NJ",91471542,8,2019,2.78575
2053,"San Francisco--Oakland, CA",19948666,8,2019,3.64175
2054,"Seattle--Tacoma, WA",14015737,8,2019,3.367
2055,"Boston, MA--NH",4579673,8,2020,2.1934
2056,"Chicago, IL--IN",9827215,8,2020,2.4628
2057,"Cleveland, OH",1040183,8,2020,2.201
2058,"Denver--Aurora, CO",2471316,8,2020,2.4926
2059,"Houston, TX",2888372,8,2020,1.908
2060,"Miami--Fort Lauderdale, FL",4151425,8,2020,2.184
2061,"New York--Jersey City--Newark, NY--NJ",57549271,8,2020,2.2218
2062,"San Francisco--Oakland, CA",6769742,8,2020,3.3178
2063,"Seattle--Tacoma, WA",5239689,8,2020,2.932
2064,"Boston, MA--NH",6381973,8,2021,3.1318
2065,"Chicago, IL--IN",12427514,8,2021,3.509
2066,"Cleveland, OH",1251735,8,2021,3.0592
2067,"Denver--Aurora, CO",3008331,8,2021,3.7462
2068,"Houston, TX",3391835,8,2021,2.8666
2069,"Miami--Fort Lauderdale, FL",5090807,8,2021,3.0656
2070,"New York--Jersey City--Newark, NY--NJ",54592532,8,2021,3.2266
2071,"San Francisco--Oakland, CA",9780371,8,2021,4.4646
2072,"Seattle--Tacoma, WA",6164515,8,2021,3.9978
2073,"Boston, MA--NH",8246469,8,2022,4.4096
2074,"Chicago, IL--IN",14296537,8,2022,4.706
2075,"Cleveland, OH",1464932,8,2022,3.7416
2076,"Denver--Aurora, CO",4110480,8,2022,4.0354
2077,"Houston, TX",4372362,8,2022,3.5726
2078,"Miami--Fort Lauderdale, FL",6214660,8,2022,3.8596
2079,"New York--Jersey City--Newark, NY--NJ",65624079,8,2022,4.1798
2080,"San Francisco--Oakland, CA",13231289,8,2022,5.537
2081,"Seattle--Tacoma, WA",7557496,8,2022,4.943
2082,"Boston, MA--NH",8232588,8,2023,3.9025
2083,"Chicago, IL--IN",16304300,8,2023,4.45425
2084,"Cleveland, OH",1672056,8,2023,3.6305
2085,"Denver--Aurora, CO",4527933,8,2023,4.08325
2086,"Houston, TX",5105953,8,2023,3.4625
2087,"Miami--Fort Lauderdale, FL",7676221,8,2023,3.85175
2088,"New York--Jersey City--Newark, NY--NJ",76477801,8,2023,3.90125
2089,"San Francisco--Oakland, CA",15287355,8,2023,5.14825
2090,"Seattle--Tacoma, WA",8881094,8,2023,5.20075
2091,"Chicago, IL--IN",29609355,9,2002,1.5316
2092,"Denver--Aurora, CO",5739511,9,2002,1.446
2093,"Houston, TX",7875321,9,2002,1.365
2094,"New York--Jersey City--Newark, NY--NJ",121580476,9,2002,1.5308
2095,"San Francisco--Oakland, CA",22253249,9,2002,1.6836
2096,"Boston, MA--NH",10242407,9,2003,1.8144
2097,"Chicago, IL--IN",28985699,9,2003,1.7986
2098,"Cleveland, OH",4311564,9,2003,1.6992
2099,"Denver--Aurora, CO",6127434,9,2003,1.7012
2100,"Houston, TX",8021372,9,2003,1.5556
2101,"Miami--Fort Lauderdale, FL",9360094,9,2003,1.7466
2102,"New York--Jersey City--Newark, NY--NJ",97833989,9,2003,1.8486
2103,"San Francisco--Oakland, CA",22634937,9,2003,2.1258
2104,"Seattle--Tacoma, WA",10117160,9,2003,1.8874
2105,"Boston, MA--NH",12086814,9,2004,1.9215
2106,"Chicago, IL--IN",29769658,9,2004,1.951
2107,"Cleveland, OH",4415418,9,2004,1.897
2108,"Denver--Aurora, CO",6528545,9,2004,1.87475
2109,"Houston, TX",7492048,9,2004,1.7785
2110,"Miami--Fort Lauderdale, FL",10327349,9,2004,1.99
2111,"New York--Jersey City--Newark, NY--NJ",103737848,9,2004,1.97075
2112,"San Francisco--Oakland, CA",21199591,9,2004,2.14525
2113,"Seattle--Tacoma, WA",10454117,9,2004,2.0275
2114,"Boston, MA--NH",9769239,9,2005,3.07975
2115,"Chicago, IL--IN",31172704,9,2005,2.94675
2116,"Cleveland, OH",4526702,9,2005,2.88875
2117,"Denver--Aurora, CO",6933876,9,2005,2.9855
2118,"Houston, TX",6993044,9,2005,2.86275
2119,"Miami--Fort Lauderdale, FL",10917289,9,2005,2.9915
2120,"New York--Jersey City--Newark, NY--NJ",118433989,9,2005,3.15575
2121,"San Francisco--Oakland, CA",21623803,9,2005,3.061
2122,"Seattle--Tacoma, WA",11059664,9,2005,2.90775
2123,"Boston, MA--NH",9535791,9,2006,2.64875
2124,"Chicago, IL--IN",29461341,9,2006,2.79225
2125,"Cleveland, OH",4533371,9,2006,2.343
2126,"Denver--Aurora, CO",6718008,9,2006,2.84075
2127,"Houston, TX",7600143,9,2006,2.4165
2128,"Miami--Fort Lauderdale, FL",11431576,9,2006,2.83575
2129,"New York--Jersey City--Newark, NY--NJ",114573608,9,2006,2.72875
2130,"San Francisco--Oakland, CA",21212124,9,2006,2.90875
2131,"Seattle--Tacoma, WA",11745106,9,2006,2.81925
2132,"Boston, MA--NH",9674954,9,2007,2.6955
2133,"Chicago, IL--IN",30147817,9,2007,3.1865
2134,"Cleveland, OH",5200901,9,2007,2.9395
2135,"Denver--Aurora, CO",6788842,9,2007,2.89425
2136,"Houston, TX",7304899,9,2007,2.62525
2137,"Miami--Fort Lauderdale, FL",11529641,9,2007,2.93175
2138,"New York--Jersey City--Newark, NY--NJ",113805819,9,2007,2.78575
2139,"San Francisco--Oakland, CA",20934333,9,2007,2.999
2140,"Seattle--Tacoma, WA",12089330,9,2007,2.894
2141,"Boston, MA--NH",10156719,9,2008,3.5914
2142,"Chicago, IL--IN",33078701,9,2008,4.0648
2143,"Cleveland, OH",3927390,9,2008,3.7532
2144,"Denver--Aurora, CO",7437880,9,2008,3.7066
2145,"Houston, TX",5997577,9,2008,3.5982
2146,"Miami--Fort Lauderdale, FL",12024787,9,2008,3.9134
2147,"New York--Jersey City--Newark, NY--NJ",112341075,9,2008,3.6966
2148,"San Francisco--Oakland, CA",22254273,9,2008,3.9352
2149,"Seattle--Tacoma, WA",14158580,9,2008,3.7904
2150,"Boston, MA--NH",10472600,9,2009,2.616
2151,"Chicago, IL--IN",31124766,9,2009,2.63375
2152,"Cleveland, OH",3185128,9,2009,2.506
2153,"Denver--Aurora, CO",6900285,9,2009,2.47875
2154,"Houston, TX",6339290,9,2009,2.3545
2155,"Miami--Fort Lauderdale, FL",10453825,9,2009,2.65825
2156,"New York--Jersey City--Newark, NY--NJ",107359911,9,2009,2.703
2157,"San Francisco--Oakland, CA",22813884,9,2009,3.208
2158,"Seattle--Tacoma, WA",12831606,9,2009,2.95675
2159,"Boston, MA--NH",10553678,9,2010,2.65
2160,"Chicago, IL--IN",30030444,9,2010,2.9825
2161,"Cleveland, OH",3277549,9,2010,2.7805
2162,"Denver--Aurora, CO",6951591,9,2010,2.76475
2163,"Houston, TX",6220208,9,2010,2.552
2164,"Miami--Fort Lauderdale, FL",10434186,9,2010,2.8385
2165,"New York--Jersey City--Newark, NY--NJ",104762094,9,2010,2.7345
2166,"San Francisco--Oakland, CA",20329485,9,2010,3.1025
2167,"Seattle--Tacoma, WA",12661154,9,2010,3.02825
2168,"Boston, MA--NH",11038999,9,2011,3.68675
2169,"Chicago, IL--IN",30811687,9,2011,3.90325
2170,"Cleveland, OH",3486471,9,2011,3.57475
2171,"Denver--Aurora, CO",6858949,9,2011,3.55275
2172,"Houston, TX",6240033,9,2011,3.43525
2173,"Miami--Fort Lauderdale, FL",11185878,9,2011,3.77875
2174,"New York--Jersey City--Newark, NY--NJ",102942797,9,2011,3.7825
2175,"San Francisco--Oakland, CA",21218741,9,2011,3.986
2176,"Seattle--Tacoma, WA",12847301,9,2011,3.92725
2177,"Boston, MA--NH",10770226,9,2012,3.92675
2178,"Chicago, IL--IN",29833849,9,2012,4.24825
2179,"Cleveland, OH",3442127,9,2012,3.842
2180,"Denver--Aurora, CO",6582109,9,2012,3.6925
2181,"Houston, TX",5771049,9,2012,3.6895
2182,"Miami--Fort Lauderdale, FL",10854234,9,2012,4.04675
2183,"New York--Jersey City--Newark, NY--NJ",100374544,9,2012,4.0135
2184,"San Francisco--Oakland, CA",19899332,9,2012,4.23775
2185,"Seattle--Tacoma, WA",12602890,9,2012,4.09325
2186,"Boston, MA--NH",11031453,9,2013,3.695
2187,"Chicago, IL--IN",29667586,9,2013,3.7686
2188,"Cleveland, OH",3610720,9,2013,3.5408
2189,"Denver--Aurora, CO",6744398,9,2013,3.5712
2190,"Houston, TX",6296923,9,2013,3.361
2191,"Miami--Fort Lauderdale, FL",11122289,9,2013,3.74
2192,"New York--Jersey City--Newark, NY--NJ",103368060,9,2013,3.7386
2193,"San Francisco--Oakland, CA",21099367,9,2013,4.0066
2194,"Seattle--Tacoma, WA",13062319,9,2013,3.7808
2195,"Boston, MA--NH",12777371,9,2014,3.5272
2196,"Chicago, IL--IN",28012955,9,2014,3.7348
2197,"Cleveland, OH",3796803,9,2014,3.4386
2198,"Denver--Aurora, CO",6852670,9,2014,3.6242
2199,"Houston, TX",6416367,9,2014,3.27
2200,"Miami--Fort Lauderdale, FL",11154955,9,2014,3.5932
2201,"New York--Jersey City--Newark, NY--NJ",106353196,9,2014,3.5272
2202,"San Francisco--Oakland, CA",20704229,9,2014,3.882
2203,"Seattle--Tacoma, WA",13877294,9,2014,3.8616
2204,"Boston, MA--NH",11802366,9,2015,2.38325
2205,"Chicago, IL--IN",27319072,9,2015,2.7995
2206,"Cleveland, OH",3491840,9,2015,2.33425
2207,"Denver--Aurora, CO",6822585,9,2015,2.66
2208,"Houston, TX",6175129,9,2015,2.19375
2209,"Miami--Fort Lauderdale, FL",10141194,9,2015,2.61225
2210,"New York--Jersey City--Newark, NY--NJ",99997760,9,2015,2.41475
2211,"San Francisco--Oakland, CA",21317605,9,2015,3.115
2212,"Seattle--Tacoma, WA",13562932,9,2015,2.8075
2213,"Boston, MA--NH",10982441,9,2016,2.25725
2214,"Chicago, IL--IN",25891535,9,2016,2.45025
2215,"Cleveland, OH",3271085,9,2016,2.2145
2216,"Denver--Aurora, CO",6564781,9,2016,2.25625
2217,"Houston, TX",6209399,9,2016,2.07425
2218,"Miami--Fort Lauderdale, FL",9019759,9,2016,2.51425
2219,"New York--Jersey City--Newark, NY--NJ",101419798,9,2016,2.30175
2220,"San Francisco--Oakland, CA",20612583,9,2016,2.86075
2221,"Seattle--Tacoma, WA",13663772,9,2016,2.712
2222,"Boston, MA--NH",10807032,9,2017,2.82775
2223,"Chicago, IL--IN",25098608,9,2017,2.70025
2224,"Cleveland, OH",2798859,9,2017,2.58925
2225,"Denver--Aurora, CO",5551535,9,2017,2.623
2226,"Houston, TX",5897529,9,2017,2.5445
2227,"Miami--Fort Lauderdale, FL",6340585,9,2017,2.972
2228,"New York--Jersey City--Newark, NY--NJ",93299740,9,2017,2.88575
2229,"San Francisco--Oakland, CA",19588353,9,2017,3.27675
2230,"Seattle--Tacoma, WA",13600480,9,2017,3.107
2231,"Boston, MA--NH",10476072,9,2018,2.92275
2232,"Chicago, IL--IN",23645773,9,2018,3.04625
2233,"Cleveland, OH",2330881,9,2018,2.82025
2234,"Denver--Aurora, CO",5911070,9,2018,2.97275
2235,"Houston, TX",5913374,9,2018,2.59625
2236,"Miami--Fort Lauderdale, FL",7322665,9,2018,2.861
2237,"New York--Jersey City--Newark, NY--NJ",91223877,9,2018,2.95325
2238,"San Francisco--Oakland, CA",19186838,9,2018,3.6615
2239,"Seattle--Tacoma, WA",13203670,9,2018,3.3865
2240,"Boston, MA--NH",10794335,9,2019,2.6854
2241,"Chicago, IL--IN",23767133,9,2019,2.8764
2242,"Cleveland, OH",2310042,9,2019,2.6624
2243,"Denver--Aurora, CO",6133907,9,2019,2.6712
2244,"Houston, TX",5932913,9,2019,2.3888
2245,"Miami--Fort Lauderdale, FL",7125922,9,2019,2.5252
2246,"New York--Jersey City--Newark, NY--NJ",95098373,9,2019,2.6732
2247,"San Francisco--Oakland, CA",18973997,9,2019,3.7412
2248,"Seattle--Tacoma, WA",13525066,9,2019,3.3332
2249,"Boston, MA--NH",4842770,9,2020,2.19125
2250,"Chicago, IL--IN",9904232,9,2020,2.44975
2251,"Cleveland, OH",1065982,9,2020,2.16825
2252,"Denver--Aurora, CO",2410874,9,2020,2.392
2253,"Houston, TX",2875705,9,2020,1.9095
2254,"Miami--Fort Lauderdale, FL",4211539,9,2020,2.22525
2255,"New York--Jersey City--Newark, NY--NJ",49214805,9,2020,2.2275
2256,"San Francisco--Oakland, CA",6939214,9,2020,3.33475
2257,"Seattle--Tacoma, WA",5180869,9,2020,2.93575
2258,"Boston, MA--NH",7278280,9,2021,3.16825
2259,"Chicago, IL--IN",13602848,9,2021,3.50125
2260,"Cleveland, OH",1373453,9,2021,3.119
2261,"Denver--Aurora, CO",3160575,9,2021,3.6895
2262,"Houston, TX",3310891,9,2021,2.83825
2263,"Miami--Fort Lauderdale, FL",5171777,9,2021,3.12475
2264,"New York--Jersey City--Newark, NY--NJ",59329686,9,2021,3.2925
2265,"San Francisco--Oakland, CA",10518851,9,2021,4.44675
2266,"Seattle--Tacoma, WA",6430500,9,2021,4.00875
2267,"Boston, MA--NH",8772058,9,2022,3.8705
2268,"Chicago, IL--IN",14923047,9,2022,4.3165
2269,"Cleveland, OH",1537331,9,2022,3.6255
2270,"Denver--Aurora, CO",3701398,9,2022,3.691
2271,"Houston, TX",4502493,9,2022,3.15275
2272,"Miami--Fort Lauderdale, FL",5631476,9,2022,3.56325
2273,"New York--Jersey City--Newark, NY--NJ",67570355,9,2022,3.66425
2274,"San Francisco--Oakland, CA",13641087,9,2022,5.55275
2275,"Seattle--Tacoma, WA",7575982,9,2022,4.8105
